text,label,label_num
конгресс сша эвакуировали из за подозрительного самолета  это оказался борт с парашютистами американской армии конгресс сша эвакуировать подозрительный самолет это оказываться борт парашютист американский армия,FAKE,1
nyt  украина наносит удары по российским командным пунктам при помощи американских разведданных nyt украина наносить удар российский командный пункт помощь американский разведданные,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
wikileaks  новейшая китайская ракета работает на угле и обслуживается командой кочегаров комсомольцев  wikileaks новый китайский ракета работать угол обслуживаться команда кочегар комсомолец,REAL,0
невзоров принял крещение в украинской православной церкви  невзоров принимать крещение украинский православный церковь,REAL,0
от учителей во время войны требуют поддерживать российскую армию в соцсетях  the insider ознакомился с методичками минобразования учитель время война требовать поддерживать российский армия соцсеть the insider ознакомляться методичка минобразование,FAKE,1
германия оспорит в еспч акт о безоговорочной капитуляции  германия оспаривать еспча акт безоговорочный капитуляция,REAL,0
минобороны показало моряков крейсера «москва» — около 100 человек  в украине заявляли о гибели экипажа  который оценивали в 500 700 человек минобороны показывать моряк крейсер москва » —  около человек украина заявлять гибель экипаж который оценивать человек,FAKE,1
15 летний гонщик из россии вскинул руку в нацистском приветствии на пьедестале чемпионата европы по картингу  его мать сказала  что он «послал сердечки» команде летний гонщик россия вскидывать рука нацистский приветствие пьедестал чемпионат европа картинг мать сказать посылать сердечко команда,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
победителя президентских выборов в казахстане определят по итогам голосования граждан и политического жюри  победитель президентский выборы казахстан определять итог голосование гражданин политический жюри,REAL,0
Сбербанк Внимание!: перейдите для разблокировки,2,2
Служба безопасности: подозрительная активность,2,2
Счёт заблокирован! SMS-код по ссылке,2,2
Сбербанк СРОЧНО!: подтвердите данные,2,2
в связи с тяжёлой экономической ситуацией мишустин попросил россиян уменьшить диаметр блинов  связь тяжелый экономический ситуация мишустин попросить россиянин уменьшать диаметр блин,REAL,0
«остановите войну»  в магазинах казани активисты заменили ценники на антивоенные останавливать война »   магазин казань активист заменять ценник антивоенный,FAKE,1
в соборе святой софии начался первый за 86 лет намаз собор святой софия начинаться первый год намаз,FAKE,1
бодипозитивная певица показала голое тело и удивила всех зелеными волосами бодипозитивный певица показывать голый тело удивлять зеленый волос,FAKE,1
"Ваш баланс 5000₽, вывести после депозита 1000₽",2,2
«пришел в 200 ю секцию гума и отоварился по полной»  зюганов рассказал пионерам об отсутствии дефицита в ссср  приходить секция гум отовариваться полный »   зюганов рассказывать пионер отсутствие дефицит ссср,REAL,0
"Баланс 5000$, выведешь после депозита 1000$",2,2
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Маша в беде! Срочно помоги деньгами,2,2
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Служба безопасности: подозрительная активность,2,2
в госдуме предложили сделать платными все зарубежные сайты  госдума предлагать сделать платный весь зарубежный сайт,REAL,0
аркадий ротенберг построит мост из армении в нагорный карабах  аркадий ротенберг построить мост армения нагорный карабах,REAL,0
в госдуме обсудят введение акциза на плавленные сырки  госдума обсуждать введение акциз плавить сырок,REAL,0
Госуслуги СРОЧНО!: перейдите для разблокировки,2,2
в российской больнице для детей появились два новых аппарата ивл российский больница ребенок появляться новый аппарат ивл,FAKE,1
ирландский рыболовецкий сейнер взял на абордаж российский корвет  ирландский рыболовецкий сейнер взять абордаж российский корвет,REAL,0
в буче в одном из подвалов военные рф удерживали 25 женщин  которых регулярно насиловали  девять из них беременны — омбудсмен украины буча подвал военный удерживать женщина который регулярно насиловать девять беременный  —  омбудсмен украина,FAKE,1
госдума работает над возвращением уголовной ответственности за гомосексуализм  госдума работать возвращение уголовный ответственность гомосексуализм,REAL,0
берлускони  я очень разочарован поведением путина  он казался мне человеком здравого смысла берлускони очень разочарованный поведение путин казаться человек здравый смысл,FAKE,1
штабы навального откроются в сизо и колониях  штаб навальный открываться сизо колония,REAL,0
глава луганской ога  российские военные обстреляли два эвакуационных автобуса в попасной  один пропал  другой нашли со следами крови внутри глава луганский ога российский военный обстреливать эвакуационный автобус попасная пропадать находить след кровь внутри,FAKE,1
Маша в беде! Срочно переведи 5000₽,2,2
ватикан объявил о намерении вступить в нато  ватикан объявлять намерение вступать нато,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
повышение уровня мирового океана может привести к возрождению военно морского флота венгрии  повышение уровень мировой океан мочь приводить возрождение военный морской флот венгрия,REAL,0
государство рф не найдено  электронная проходная совбеза оон полдня не пускала российских дипломатов  государство находить электронный проходной совбез оон полдень пускать российский дипломат,REAL,0
дмитрий медведев поручил отпраздновать двадцатилетие «единой россии» не хуже чем в китае  дмитрий медведев поручать отпраздновать двадцатилетие единый россия плохо китай,REAL,0
девушка поделилась откровенными фото и заинтересовала полицию девушка поделиться откровенный фото заинтересовывать полиция,FAKE,1
любовь соболь пообещала продолжить борьбу в сирии  любовь соболь пообещать продолжать борьба сирия,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
правительство утвердило вид выездной визы и способы ее получения  правительство утверждать вид выездной виза способ получение,REAL,0
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
"Баланс 5000$, выведешь после депозита 1000$",2,2
лукашенко предложил передать крым белоруссии  лукашенко предлагать передавать крым белоруссия,REAL,0
«простите меня уральцы я просто редко бывал в омске»  жириновский пересмотрел своё мнение насчёт самого тупого региона россии  прощать уралец просто редко бывать омск »   жириновский пересматривать свой мнение насчет самый тупой регион россия,REAL,0
жизнь в кладовке пьянство и мысли об уходе в монастырь нелегкая судьба актера лыкова жизнь кладовка пьянство мысль уход монастырь нелегкий судьба актер лыков,REAL,0
"Баланс 5000$, выведешь после депозита 1000$",2,2
роспотребнадзор подготовил рекомендации по рассадке зрителей в театрах роспотребнадзор подготовить рекомендация рассадка зритель театр,FAKE,1
«лучше бы моей знаменитости не было и войны не было»  украинские власти показали «бабушку с флагом»  ставшую символом пропаганды рф знаменитость война »   украинский власть показывать бабушка флаг »   становиться символ пропаганда,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
к мкс отправился первый корабль crew dragon  экипаж которого состоит только из туристов мкс отправляться первый корабль crew dragon экипаж который состоять турист,FAKE,1
коллега в беде! Срочно переведи 5000₽,2,2
Поздравляем! Выиграли 100 000₽! Подтвердите картой,2,2
рамзан кадыров получил погоны генерал лейтенанта рамзан кадыров получать погон генерал лейтенант,FAKE,1
Служба безопасности: подозрительная активность,2,2
"редакция иа «панорама» стала ведущим консультантом федеральной целевой программы «россия 2030»  редакция панорама становиться ведущий консультант федеральный целевой программа россия » 
",REAL,0
япония вводит санкции против премьер министра мишустина и родственников миллиардера тимченко япония вводить санкция против премьер министр мишустин родственник миллиардер тимченко,FAKE,1
в америке издали сборник твитов дональда трампа  америка издали сборник твитов дональд трамп,REAL,0
россия ввела высокий уровень террористической опасности в регионах  граничащих с украиной россия вводить высокий уровень террористический опасность регион граничить украина,FAKE,1
российские власти заявили  что в страну прибыли полмиллиона беженцев из украины российский власть заявлять страна прибыль полмиллиона беженец украина,FAKE,1
в россии введут штраф за отрицание агрессии нато  россия вводить штраф отрицание агрессия нато,REAL,0
нобелевский лауреат назвал очевидной связь между 5g и коронавирусом  нобелевский лауреат называть очевидный связь коронавирус,REAL,0
ес внес «аэрофлот» и еще 20 российских авиакомпаний в список небезопасных перевозчиков вносить аэрофлот российский авиакомпания список небезопасный перевозчик,FAKE,1
в ростовском отеле бывший президент ожидают гостя из америки  ростовский отель бывший президент ожидать гость америка,REAL,0
в грузии снизят зарплаты чтобы граждане не убегали в ес  грузия снижать зарплата гражданин убегать,REAL,0
из за санкций количество перелётных птиц улетевших зимовать в тёплые края сократилось на 30   санкция количество перелетный птица улетать зимовать теплый край сокращаться,REAL,0
маникюр популярной рэперши на фото в купальнике озадачил поклонников маникюр популярный рэперш фото купальник озадачивать поклонник,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
в госдуме поставили под сомнение легитимность создания израиля  госдума поставлять сомнение легитимность создание израиль,REAL,0
сша потребовали закрыть консульство китая сша потребовать закрывать консульство китай,FAKE,1
лукашенко назначил анастасию вашукевич послом беларуси в рф  лукашенко назначать анастасия вашукевич посол беларусь,REAL,0
задержанным в белоруссии россиянам предъявили обвинение в контрабанде презервативов  задерживать белоруссия россиянин предъявлять обвинение контрабанда презерватив,REAL,0
сша помогут поставить в украину танки советского производства сша помогать поставлять украина танк советский производство,FAKE,1
Служба безопасности: нарушение правил,2,2
в волгоградской области на учет поставили 11 летнего ребенка  который якобы распространял информацию  «дискредитирующую вооруженные силы рф» волгоградский область учет поставлять летний ребенок который якобы распространять информация   « дискредитировать вооруженный сила,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
Счёт заблокирован! SMS-код по ссылке,2,2
россиянину запретили охотиться из за квартиры россиянин запрещать охотиться квартира,FAKE,1
в приднестровье взорваны две вышки  транслировавшие российское радио приднестровье взрывать вышка транслировать российский радио,FAKE,1
нло над японией оказался секретной моделью надувной ядерной бомбы кндр  нло япония оказываться секретный модель надувной ядерный бомба кндр,REAL,0
кремль опубликовал декларацию путина  за год президент заработал 10 2 миллиона рублей кремль опубликовывать декларация путин год президент зарабатывать миллион рубль,FAKE,1
«роснефть» стала лидером по объему биржевых продаж нефтепродуктов роснефть становиться лидер объем биржевой продажа нефтепродукт,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
Поздравляем! Выиграли 5 000$! Введите данные,2,2
россия признает независимость косово в обмен на признание крыма  россия признавать независимость косово обмен признание крым,REAL,0
женщина попыталась найти убийцу для бывшего мужа через интернет и попалась женщина попытаться находить убийца бывший муж интернет попадаться,FAKE,1
начальник в беде! Срочно переведи 5000₽,2,2
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
робот фёдор станет героем россии  робот федор становиться герой россия,REAL,0
макрон пригласил президента польши на настоящий парад победы 8 мая в париже  макрон приглашать президент польша настоящий парад победа май париж,REAL,0
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
российские военные расстреляли мирных жителей бучи — подоляк российский военный расстреливать мирный житель буча  —  подоляк,FAKE,1
канада ввела санкции против 33 российских предприятий оборонного сектора канада вводить санкция против российский предприятие оборонный сектор,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
навальный  нужно приравнять пропагандистов с тв к военным преступникам и ввести санкции против главы медиахолдинга алины кабаевой навальный нужно приравнивать пропагандист военный преступник вводить санкция против глава медиахолдинг алина кабаева,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
чешские власти не разрешили российским дипломатам вывезти велосипеды до их проверки на угон  чешский власть разрешать российский дипломат вывозить велосипед проверка угон,REAL,0
мид германии объявил 40 российских дипломатов персонами нон грата  это ответ на убийства российскими военными жителей бучи мид германия объявлять российский дипломат персона нона грат это ответ убийство российский военный житель буча,FAKE,1
участница pussy riot люся штейн срезала браслет слежения и уехала из россии  мария алехина тоже срезала — и теперь ей грозит реальный срок участница pussy riot люся штейн срезать браслет слежение уезжать россия мария алехин срезать  —  грозить реальный срок,FAKE,1
российская ведущая кулинарных шоу села на голодовку российский ведущий кулинарный шоу садиться голодовка,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
развод со звездой кухни и новая жена на 14 лет моложе что стало с известным актером прониным развод звезда кухня новый жена год молодой становиться известный актер пронин,REAL,0
в москве полиция задержала владимира кара мурзу москва полиция задерживать владимир кара мурза,FAKE,1
гурбангулы бердымухамедов стал единственным кандидатом на объявленных им досрочных выборах  гурбангулы бердымухамедов становиться единственный кандидат объявлять досрочный выборы,REAL,0
борис джонсон полгода не может найти работу  борис джонсон полгода мочь находить работа,REAL,0
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
мировые военные расходы впервые превысили  2 трлн в год  россия на пятом месте мировой военный расход впервые превышать трлн год россия пятый место,FAKE,1
в киеве с начала войны повреждено 27 детских садов  44 школы и более 150 многоквартирных домов — мэрия киев начало война повреждать детский сад школа многоквартирный дом  —  мэрия,FAKE,1
коллега в беде! Срочно срочно на карту,2,2
Счёт заблокирован! SMS-код по ссылке,2,2
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
Тинькофф Внимание!: подтвердите данные,2,2
Счёт заблокирован! SMS-код по ссылке,2,2
«он был крестным отцом румынского народа»  в бухаресте прошли акции посвященные памяти чаушеску  крестный отец румынский народ »   бухарест проходить акция посвящать память чаушеска,REAL,0
власти ес предложили направить замороженные средства центробанка рф на восстановление украины власть предлагать направлять замораживать средство центробанк восстановление украина,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
дом в котором находится ростовская квартира дональда трампа признали аварийным  дом который находиться ростовский квартира дональд трамп признавать аварийный,REAL,0
на самолёты нато патрулирующие воздушное пространство вблизи российской границы установят калоприемники  самолет нато патрулировать воздушный пространство вблизи российский граница устанавливать калоприемник,REAL,0
Счёт заблокирован! SMS-код по ссылке,2,2
раскрыто требование захватившего полицейского в заложники украинца раскрывать требование захватить полицейский заложник украинец,FAKE,1
макрон заявил  что россии придется ответить за преступления в буче  а шольц обсудит с партнерами новые санкции макрон заявлять россия приходиться отвечать преступление буча шольц обсуждать партнер новый санкция,FAKE,1
nyt  гранаты  взорванные в приднестровье  используют только россия  габон и само приднестровье nyt граната взрывать приднестровье использовать россия габон приднестровье,FAKE,1
«родители в ответе за своих детей»  суд приговорил мать уехавшего из беларуси анархиста романа халилова к 3 годам «химии» родитель ответ свой ребенок »   суд приговаривать мать уезжать беларусь анархист роман халилова год химия,FAKE,1
Служба безопасности: аккаунт заблокирован,2,2
президент эстонии заявила что не приедет в москву на празднование годовщины октябрьской революции  президент эстония заявлять приезжать москва празднование годовщина октябрьский революция,REAL,0
google  подход к отображению секретных объектов рф на картах не менялся google подход отображение секретный объект карта меняться,FAKE,1
Счёт заблокирован! SMS-код по ссылке,2,2
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
гурбангулы бердымухамедов выступит на евровидении от туркмении  гурбангулы бердымухамедов выступать евровидение туркмения,REAL,0
"Ваш баланс 1000$, вывести после депозита 1000₽",2,2
в ново огарево прошли переговоры владимира путина и канцлера австрии карла нехаммера  это первая встреча путина с европейским лидером после начала войны новый огаревый проходить переговоры владимир путин канцлер австрия карл нехаммер это первый встреча путин европейский лидер начало война,FAKE,1
конгресс сша запретит считать идиотами представителей демократической партии  конгресс сша запрещать считать идиот представитель демократический партия,REAL,0
Поздравляем! Выиграли Tesla Model 3! Подтвердите картой,2,2
литва признала россию террористическим государством литва признавать россия террористический государство,FAKE,1
«может быть  президент правильно поступил  что начал войну »  в казанском детском саду провели праздник в поддержку войны в украине мочь президент правильно поступать начинать война  »   казанский детский сад проводить праздник поддержка война украина,FAKE,1
кгб белоруссии будет переименован в цру  кгб белоруссия переименовывать цру,REAL,0
helsingin sanomat  финляндия и швеция могут одновременно подать заявки на вступление в нато на следующей неделе helsingin sanomat финляндия швеция мочь одновременно подавать заявка вступление нато следующий неделя,FAKE,1
чулпан хаматова ушла из «современника»  ее попросили написать заявление после антивоенных высказываний чулпан хаматова уходить современник »   попросить написать заявление антивоенный высказывание,FAKE,1
депутатов госдумы пытались научить выживать на 100 тысяч рублей в месяц  депутат госдума пытаться научать выживать тысяча рубль месяц,REAL,0
минфин предложил изъять у россиян излишки денег образовавшиеся во время самоизоляции  минфин предлагать изымать россиянин излишек деньги образовываться время самоизоляция,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
минфин сша ввел санкции против даркнет‑площадки hydra минфин сша вводить санкция против даркивать площадка hydra,FAKE,1
в новогоднем поздравлении назарбаев объявил о возвращении на пост президента казахстана  новогодний поздравление назарбаев объявлять возвращение пост президент казахстан,REAL,0
россия запросила заседание совбеза оон в связи с «чудовищной провокацией украинских радикалов в буче» россия запрашивать заседание совбез оон связь чудовищный провокация украинский радикал буча,FAKE,1
Поздравляем! Выиграли Tesla Model 3! Получите по ссылке,2,2
мэрия москвы временно запретила смеяться на улице где находится посольство кндр  мэрия москва временно запрещать смеяться улица находиться посольство кндр,REAL,0
Служба безопасности: нарушение правил,2,2
на нефтебазе в брянске произошел пожар нефтебаза брянск происходить пожар,FAKE,1
"Баланс 5000$, выведешь после депозита 1000$",2,2
все диктаторы сидят в евросоюзе  лукашенко назвал себя легитимным президентом  весь диктатор сидеть евросоюз лукашенко называть легитимный президент,REAL,0
захватившему автобус в луцке предъявили обвинения захватить автобус луцк предъявлять обвинение,FAKE,1
на главного редактора «новой газеты» дмитрия муратова напали в поезде  его облили краской главный редактор новый газета дмитрий муратов нападывать поезд обливать краска,FAKE,1
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
партия «яблоко» обжаловала в еспч присуждение премии сахарова алексею навальному  партия яблоко обжаловать еспча присуждение премия сахаров алексей навальный,REAL,0
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
"Баланс 5000$, выведешь после депозита 1000$",2,2
михаил саакашвили назначен мэром столицы боливии  михаил саакашвили назначать мэр столица боливия,REAL,0
московская полиция причислила к экстремистам льва толстого после использования его цитаты на антивоенной акции московский полиция причислять экстремист лев толстой использование цитата антивоенный акция,FAKE,1
Маша в беде! Срочно переведи 5000₽,2,2
бывший топ менеджер «аэрофлота» андрей панов призвал российских бизнесменов саботировать сделки и контракты  связанные с поддержкой войны бывший топ менеджер аэрофлот андрей панов призывать российский бизнесмен саботировать сделка контракт связывать поддержка война,FAKE,1
американского сенатора покаявшегося перед индейцами исключили из партии  американский сенатор покаяться индеец исключать партия,REAL,0
«мир должен ужаснуться»  в офисе президента украины прокомментировали сообщения о погибших в буче мир должный ужасаться »   офис президент украина прокомментировать сообщение погибший буча,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
турция закрыла небо для российских самолетов  направляющихся в сирию  там вербуют наемников для участия в войне в украине турция закрывать небо российский самолет направляться сирия вербовать наемник участие война украина,FAKE,1
предвыборный список «единой россии» возглавят медведев мишустин и мишкин  предвыборный список единый россия возглавлять медведев мишустин мишкин,REAL,0
в центре киева взорвался автомобиль центр киев взрываться автомобиль,FAKE,1
в луганской области не осталось ни одной уцелевшей больницы — глава обладминистрации луганский область оставаться уцелеть больница  —  глава обладминистрация,FAKE,1
Поздравляем! Выиграли Tesla Model 3! Подтвердите картой,2,2
фургал попросил адвокатов вызвать психиатров в случае признания им вины фургал попросить адвокат вызывать психиатр случай признание вина,FAKE,1
польша отменит скандальный закон о реституции в обмен на помощь израильских специалистов по мигрантам  польша отменять скандальный закон реституция обмен помощь израильский специалист мигрант,REAL,0
зеленский включил ивангая в нацсовет по делам голодомора а дудя   в санкционный список  зеленский включать ивангай нацсовет дело голодомор дудеть санкционный список,REAL,0
Счёт заблокирован! SMS-код по ссылке,2,2
начальник в беде! Срочно срочно на карту,2,2
военная авиация сша может начать сбрасывать гуманитарную помощь на каракас  военный авиация сша мочь начинать сбрасывать гуманитарный помощь каракас,REAL,0
«он уже не сотрудник  не принимает решения  занят своим здоровьем» — банк «тинькофф» об антивоенном посте олега тинькова сотрудник принимать решение занимать свой здоровье » —  банк тинькофф антивоенный пост олег тиньков,FAKE,1
Почта России Внимание!: введите SMS-код по ссылке,2,2
немцы попросили российского вице премьера гордеева остаться в германии  немец попросить российский вица премьера гордеев оставаться германия,REAL,0
Играй на курсе BTC! Переводи ETH→USDT→вывод,2,2
роскомнадзор заблокировал сайт антивоенного комитета россии  под блокировку попал проект помощи эмигрантам «ковчег» роскомнадзор заблокировать сайт антивоенный комитет россия блокировка попадать проект помощь эмигрант ковчег,FAKE,1
индия отказалась от российской нефти urals в новой закупке  россия предлагала за нее значительную скидку индия отказываться российский нефть urals новый закупка россия предлагать значительный скидка,FAKE,1
кремль призвал планировать отдых в россии кремль призывать планировать отдых россия,FAKE,1
Служба безопасности: аккаунт заблокирован,2,2
папа римский подверг критике «замкнутого в анахроничных притязаниях националистических интересов» человека  который разжег конфликт в украине папа римский подвергать критика замкнутый анахроничный притязание националистический интерес человек который разжигать конфликт украина,FAKE,1
суд арестовал владимира кара мурзу по статье о «фейках» про российскую армию суд арестовывать владимир кара мурза статья фейк российский армия,FAKE,1
Верну твои 1000$. Отправь паспорт + 500$ комиссии,2,2
вместо проскуряковой раздувшийся николаев нашел грудастую брюнетку после новости о разводе вместо проскурякова раздуваться николаев находить грудастый брюнетка новость развод,REAL,0
депутат госдумы раскритиковал моду на бедность  депутат госдума раскритиковывать мода бедность,REAL,0
«мы писали и будем писать о том  как люди в регионах переживают войну»  журнал «люди байкала» рассказал о блокировке писать писать человек регион переживать война »   журнал человек байкал рассказывать блокировка,FAKE,1
в кемерово прохожие сдали в полицию оппозиционера вышедшего протестовать против выездных виз  кемерово прохожий сдавать полиция оппозиционер выходить протестовать против выездной виза,REAL,0
